Course No,Section,Instructor,Enrollment,Responses,Percent
VIS 80,A02,"Tonies, Joshua Vanjaymes",22,10,45.45%
VIS 80,A03,"Tonies, Joshua Vanjaymes",24,10,41.67%
VIS 80,A05,"Tonies, Joshua Vanjaymes",25,11,44.00%
VIS 80,A06,"Tonies, Joshua Vanjaymes",23,12,52.17%
WARR 1,A01,"Goodall, Grant Todd",21,12,57.14%
WARR 1,A02,"Goodall, Grant Todd",14,7,50.00%
WARR 1,A03,"Goodall, Grant Todd",15,8,53.33%
WARR 1,A04,"Goodall, Grant Todd",15,11,73.33%
WARR 1,A05,"Goodall, Grant Todd",15,9,60.00%
WARR 2,A01,"Roxworthy, Emily",11,4,36.36%
WARR 2,A02,"Roxworthy, Emily",12,6,50.00%
WARR 2,A03,"Roxworthy, Emily",8,4,50.00%
WARR 87,A00,"Debnath, Anjan",5,2,40.00%
WARR 87,B00,"Radic, Zoran",9,5,55.56%
WCWP 100,A00,"Blomstedt, Elizabeth Ann",20,16,80.00%
WCWP 100,B00,"McCleary, Keith Long",18,18,100.00%
WCWP 100,C00,"McCleary, Keith Long",19,19,100.00%
WCWP 100,D00,"McCleary, Keith Long",18,18,100.00%
WCWP 100,E00,"Young, Mark T",15,7,46.67%
WCWP 100,F00,"Young, Mark T",19,9,47.37%
WCWP 100,G00,"Young, Mark T",20,8,40.00%
WCWP 10A,3,"Gagnon, Jeffrey C",14,11,78.57%
WCWP 10A,4,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,5,"Gagnon, Jeffrey C",15,10,66.67%
WCWP 10A,6,"Gagnon, Jeffrey C",15,8,53.33%
WCWP 10A,9,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,10,"Gagnon, Jeffrey C",14,8,57.14%
WCWP 10A,11,"Gagnon, Jeffrey C",15,12,80.00%
WCWP 10A,12,"Gagnon, Jeffrey C",15,11,73.33%
WCWP 10A,15,"Gagnon, Jeffrey C",14,8,57.14%
WCWP 10A,16,"Gagnon, Jeffrey C",15,10,66.67%
WCWP 10A,17,"Gagnon, Jeffrey C",15,6,40.00%
WCWP 10A,18,"Gagnon, Jeffrey C",15,12,80.00%
WCWP 10A,19,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,20,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,21,"Gagnon, Jeffrey C",14,14,100.00%
WCWP 10A,22,"Gagnon, Jeffrey C",15,13,86.67%
WCWP 10A,23,"Gagnon, Jeffrey C",15,11,73.33%
WCWP 10A,24,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,25,"Gagnon, Jeffrey C",15,9,60.00%
WCWP 10A,26,"Gagnon, Jeffrey C",15,15,100.00%
WCWP 10A,27,"Gagnon, Jeffrey C",15,10,66.67%
WCWP 10A,28,"Gagnon, Jeffrey C",15,13,86.67%
WCWP 10A,29,"Gagnon, Jeffrey C",15,15,100.00%
WCWP 10A,30,"Gagnon, Jeffrey C",15,13,86.67%
WCWP 10A,31,"Gagnon, Jeffrey C",15,15,100.00%
WCWP 10A,32,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,33,"Gagnon, Jeffrey C",15,11,73.33%
WCWP 10A,34,"Gagnon, Jeffrey C",14,11,78.57%
WCWP 10A,35,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10A,36,"Gagnon, Jeffrey C",13,13,100.00%
WCWP 10A,37,"Gagnon, Jeffrey C",15,13,86.67%
WCWP 10A,38,"Gagnon, Jeffrey C",15,8,53.33%
WCWP 10A,39,"Gagnon, Jeffrey C",15,7,46.67%
WCWP 10A,40,"Gagnon, Jeffrey C",15,12,80.00%
WCWP 10A,41,"Gagnon, Jeffrey C",15,9,60.00%
WCWP 10A,42,"Gagnon, Jeffrey C",14,11,78.57%
WCWP 10A,43,"Gagnon, Jeffrey C",14,7,50.00%
WCWP 10A,44,"Gagnon, Jeffrey C",15,6,40.00%
WCWP 10A,45,"Gagnon, Jeffrey C",15,9,60.00%
WCWP 10A,46,"Gagnon, Jeffrey C",14,8,57.14%
WCWP 10A,47,"Gagnon, Jeffrey C",15,10,66.67%
WCWP 10A,48,"Gagnon, Jeffrey C",15,10,66.67%
WCWP 10A,49,"Gagnon, Jeffrey C",15,13,86.67%
WCWP 10A,50,"Gagnon, Jeffrey C",15,14,93.33%
WCWP 10B,1,"Gagnon, Jeffrey C",14,3,21.43%
WCWP 10B,2,"Gagnon, Jeffrey C",13,8,61.54%
WCWP 10B,3,"Gagnon, Jeffrey C",13,2,15.38%
WCWP 10B,4,"Gagnon, Jeffrey C",15,4,26.67%
